Temperature,Humidity,Wind Speed,Wind Bearing,Visibility,Pressure,Disease,Disease in number
22.8,70,5.3,156,10.2,1015.5,Early Blight,1
27.6,62,8.1,291,9.7,1016.1,Late Blight,0
21.9,73,4.1,118,11.3,1014.9,Early Blight,1
28.4,59,9.6,326,9.1,1014.8,Late Blight,0
20.9,76,5.7,89,12.1,1015.9,Early Blight,1
24.3,66,3.5,212,9.5,1014.2,Late Blight,0
19.1,72,6.8,176,10.1,1015.3,Early Blight,1
25.8,63,7.2,258,9.3,1015.7,Late Blight,0
22.7,75,4.4,132,11.5,1014.7,Early Blight,1
28.9,58,9.9,342,8.8,1015.2,Late Blight,0
23.1,70,5.5,156,10.2,1015.5,Early Blight,1
27.3,62,7.8,291,9.7,1016.1,Late Blight,0
21.4,73,3.9,118,11.3,1014.9,Early Blight,1
28,59,9,326,9.1,1014.8,Late Blight,0
20.6,76,5.3,89,12.1,1015.9,Early Blight,1
24.1,66,2.7,212,9.5,1014.2,Late Blight,0
18.9,72,7,176,10.1,1015.3,Early Blight,1
25.5,63,7.8,258,9.3,1015.7,Late Blight,0
22.3,75,3.9,132,11.5,1014.7,Early Blight,1
28.6,58,10.1,342,8.8,1015.2,Late Blight,0
23.5,70,4.9,156,10.2,1015.5,Early Blight,1
27.9,62,7.9,291,9.7,1016.1,Late Blight,0
21.8,73,3.7,118,11.3,1014.9,Early Blight,1
28.3,59,9.3,326,9.1,1014.8,Late Blight,0
20.8,76,5.5,89,12.1,1015.9,Early Blight,1
24.5,66,3.1,212,9.5,1014.2,Late Blight,0
19.3,72,6.5,176,10.1,1015.3,Early Blight,1
25.7,63,7.1,258,9.3,1015.7,Late Blight,0
22.4,75,4.1,132,11.5,1014.7,Early Blight,1
22.5,65,5.5,180,9.5,1015,Early Blight,1
24.7,62,7.3,285,8.8,1015.5,Late Blight,0
21.3,72,3.9,105,11.2,1014.8,Early Blight,1
26.1,59,8,332,8.9,1014.9,Late Blight,0
20.8,76,4.6,88,12.2,1015.4,Early Blight,1
23.4,67,2.3,205,9.6,1014.3,Late Blight,0
18.8,71,5.9,170,10,1015.1,Early Blight,1
25.1,63,6.8,252,9.2,1015.6,Late Blight,0
20.5,75,3.5,130,11.4,1014.9,Early Blight,1
27.9,57,9,28,8.6,1015.3,Late Blight,0
23.1,68,5.3,194,9.7,1015.2,Early Blight,1
26.3,61,7.5,298,8.7,1015.8,Late Blight,0
21.6,73,4.1,118,11.1,1014.6,Early Blight,1
25.6,60,8.2,341,8.5,1014.7,Late Blight,0
19.9,75,4.9,99,12.1,1015.5,Early Blight,1
24.5,64,2.1,231,9.3,1014,Late Blight,0
22.3,70,5.7,165,10.2,1015.1,Early Blight,1
27.5,58,6.5,316,8.8,1015.4,Late Blight,0
21,74,3.4,133,11.6,1014.7,Early Blight,1
28.7,56,8.8,11,8.9,1015.2,Late Blight,0
23.7,66,5,198,9.8,1015.5,Early Blight,1
26.5,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
22.4,74,4.8,182,10.1,1015.2,Early Blight,1
25.9,61,6,297,9.4,1016.1,Late Blight,0
20.7,77,3.9,111,11.2,1014.9,Early Blight,1
27.6,56,8.3,13,8.9,1014.6,Late Blight,0
21.6,73,5.3,156,10.5,1015.3,Early Blight,1
24.3,65,2.3,230,9.7,1014,Late Blight,0
19.8,72,5.1,165,10.2,1015.1,Early Blight,1
27,59,6.9,312,9,1015.6,Late Blight,0
20.1,76,3.5,128,11.4,1014.8,Early Blight,1
28.4,54,8.9,25,8.6,1015.5,Late Blight,0
22.8,71,4.2,144,10.8,1015,Early Blight,1
26.1,60,6.1,301,9.3,1016.2,Late Blight,0
20.3,75,3.7,100,11.8,1015,Early Blight,1
28.8,53,8.1,5,8.8,1015.4,Late Blight,0
23.2,69,4.9,177,10.3,1015.4,Early Blight,1
26.4,59,7.6,334,9.1,1015.8,Late Blight,0
21.2,74,4.5,149,10.7,1015.1,Early Blight,1
24.8,63,2.6,243,9.6,1014.3,Late Blight,0
19.9,72,5.2,156,10.1,1015.2,Early Blight,1
27.3,60,6.2,317,9,1015.5,Late Blight,0
20.5,75,3.6,121,11.6,1014.9,Early Blight,1
28.2,57,8.5,16,8.8,1015.2,Late Blight,0
22,71,4.1,136,10.9,1015.2,Early Blight,1
25.4,62,6.2,286,9.5,1016,Late Blight,0
20.8,75,3.4,134,11.5,1014.8,Early Blight,1
26.9,58,7.8,342,8.8,1015.3,Late Blight,0
21.8,73,4.4,155,10.6,1015.3,Early Blight,1
24.1,65,2.4,226,9.8,1014.1,Late Blight,0
19.7,72,5,167,10.3,1015.1,Early Blight,1
22.8,72,4.9,195,9.9,1015.1,Early Blight,1
25.1,63,7.2,286,9.3,1015.9,Late Blight,0
21.3,73,3.6,118,11.3,1014.9,Early Blight,1
26.5,59,8.1,326,9.1,1014.8,Late Blight,0
20.4,76,4.7,89,12.1,1015.9,Early Blight,1
23.9,66,2.5,212,9.5,1014.2,Late Blight,0
18.2,72,5.8,176,10.1,1015.3,Early Blight,1
24.8,63,7,258,9.3,1015.7,Late Blight,0
20.7,75,3.8,132,11.5,1014.7,Early Blight,1
27.1,58,8.6,342,8.8,1015.2,Late Blight,0
24.9,68,5.2,198,9.7,1015.5,Early Blight,1
27.3,61,6.9,308,8.6,1016.1,Late Blight,0
22.7,73,4.2,94,11.9,1015,Early Blight,1
25.7,64,2.2,238,9.2,1014.4,Late Blight,0
20.3,77,4.4,85,12.3,1015.6,Early Blight,1
23.6,67,2.8,208,9.6,1014,Late Blight,0
19.9,72,5.4,174,10.2,1015.2,Early Blight,1
24.3,65,6.5,250,9.4,1015.8,Late Blight,0
21.2,74,3.7,126,11.4,1014.8,Early Blight,1
26.2,60,8.3,330,8.9,1015.3,Late Blight,0
22.5,69,5.1,200,9.8,1015.4,Early Blight,1
25.9,62,7.4,284,9.4,1016,Late Blight,0
21.8,72,4,120,11.6,1014.9,Early Blight,1
27,59,8.4,340,8.7,1015.4,Late Blight,0
21.6,73,4.5,100,11.8,1015.1,Early Blight,1
25.4,64,2.4,234,9.1,1014.3,Late Blight,0
20,77,4.3,88,12.2,1015.5,Early Blight,1
23.3,68,2.9,206,9.7,1014.1,Late Blight,0
19.5,73,5.5,170,10.3,1015.2,Early Blight,1
21.3,67,5.8,180,10.5,1015.4,Early Blight,1
23.7,62,6.4,259,9.2,1015.9,Late Blight,0
19.4,72,4.5,100,11.8,1014.8,Early Blight,1
27.1,56,9.3,22,8.8,1015.3,Late Blight,0
20.8,75,3.9,141,11.4,1014.6,Early Blight,1
24.9,63,2.7,229,9.6,1014,Late Blight,0
22.2,70,5.1,166,10.2,1015.2,Early Blight,1
26.5,58,7.8,335,9.1,1015.6,Late Blight,0
21.7,74,3.6,128,11.6,1014.5,Early Blight,1
28.5,55,8.8,5,8.5,1015,Late Blight,0
20.4,68,4.2,191,10.8,1015.1,Early Blight,1
22.8,61,5.5,277,9.5,1016.1,Late Blight,0
18.9,73,3.3,112,12.2,1014.9,Early Blight,1
27.8,54,9.9,13,8.3,1015.5,Late Blight,0
21,76,3,149,11.9,1014.7,Early Blight,1
24.7,64,1.4,248,9.3,1014.3,Late Blight,0
22.5,69,4.9,155,10.4,1015.3,Early Blight,1
26,59,7.1,302,9.4,1015.8,Late Blight,0
20.2,73,3.9,103,11.7,1014.6,Early Blight,1
29.3,53,8.4,10,8.6,1015.1,Late Blight,0
20.9,67,4.3,184,10.7,1015,Early Blight,1
23.1,63,5.2,266,9.8,1016.2,Late Blight,0
19,72,3.1,119,12.3,1015,Early Blight,1
28,55,9.6,17,8.4,1015.4,Late Blight,0
22,75,3.7,135,11.5,1014.8,Early Blight,1
25.1,65,1.9,225,9.1,1014.2,Late Blight,0
22.8,68,4.8,162,10.3,1015.1,Early Blight,1
26.3,60,6.8,318,9,1015.5,Late Blight,0
21.4,73,3.4,106,11.4,1014.7,Early Blight,1
20.1,72,4,160,9.9,1015.3,Early Blight,1
25.5,62,7.8,290,9.5,1016.2,Late Blight,0
21.6,73,3.9,120,11.2,1014.8,Early Blight,1
27.9,58,8.8,330,8.6,1014.7,Late Blight,0
20.7,76,4.9,90,12.2,1015.8,Early Blight,1
24.3,66,2.3,210,9.6,1014.3,Late Blight,0
18.6,71,5.7,174,10,1015.1,Early Blight,1
24.9,63,6.9,256,9.2,1015.8,Late Blight,0
20.2,74,3.6,130,11.4,1014.9,Early Blight,1
27.2,59,8.4,340,8.9,1015.4,Late Blight,0
23.5,70,5.5,180,10.5,1015.3,Early Blight,1
25.1,61,7.2,275,9.4,1015.9,Late Blight,0
21.9,72,4.1,125,11.1,1014.6,Early Blight,1
28.3,57,9.3,20,8.9,1014.9,Late Blight,0
20.9,75,4,140,11.7,1014.7,Early Blight,1
25.8,60,7.6,300,9.7,1015.6,Late Blight,0
22.1,73,3.8,115,11.5,1015,Early Blight,1
26.6,59,8.2,330,8.7,1015.5,Late Blight,0
20.5,75,3.5,135,11.9,1014.5,Early Blight,1
28.1,58,9,15,9.1,1014.6,Late Blight,0
21.3,72,4.2,165,11,1015.2,Early Blight,1
25.4,62,7.4,285,9.6,1016.1,Late Blight,0
19.8,73,4.5,105,12.1,1015.2,Early Blight,1
26.9,58,8.5,335,8.8,1015.6,Late Blight,0
20.8,74,3.9,127,11.6,1015.1,Early Blight,1
24.5,64,2.1,230,9.3,1014,Late Blight,0
22.2,71,5.8,170,10.2,1015.5,Early Blight,1
27.4,60,6.4,320,8.8,1015,Late Blight,0
20.1,75,3.3,142,11.8,1014.6,Early Blight,1
18.5,68,4.5,203,10,1015.2,Early Blight,1
22.2,63,6.1,291,9.5,1016.1,Late Blight,0
20.1,72,3.8,110,11,1014.9,Early Blight,1
24.8,59,8,337,9.2,1014.8,Late Blight,0
19.6,76,4,88,12,1015.9,Early Blight,1
23.4,66,2.4,199,9.6,1014.2,Late Blight,0
17.9,72,5.6,172,9.9,1015.3,Early Blight,1
24.5,63,6.9,256,9.4,1015.7,Late Blight,0
20.8,74,3.5,132,11.4,1014.7,Early Blight,1
26.5,58,8.5,348,8.8,1015.2,Late Blight,0
22.3,69,4.7,182,10.2,1015.5,Early Blight,1
27.9,56,9.8,11,8.5,1014.9,Late Blight,0
18.8,70,4.2,190,10.3,1015.1,Early Blight,1
23.5,64,2.1,223,9.5,1014.4,Late Blight,0
21,73,3.7,118,11.1,1015,Early Blight,1
25.8,60,7.3,303,9,1014.6,Late Blight,0
19.9,75,4.1,95,11.9,1015.6,Early Blight,1
22.8,65,2.9,186,10.5,1014.3,Late Blight,0
18.1,71,5.3,162,10.1,1015.4,Early Blight,1
24.2,62,6.5,266,9.3,1015.8,Late Blight,0
21.7,73,3.9,124,11.2,1014.6,Early Blight,1
26.2,59,8.1,332,8.9,1015.1,Late Blight,0
18.4,69,4.4,198,10.1,1015.3,Early Blight,1
23.3,65,2.3,210,9.7,1014.5,Late Blight,0
20.6,75,3.6,142,11.6,1014.8,Early Blight,1
25.6,61,7.1,279,9.1,1015.5,Late Blight,0
19.5,74,4.2,90,12,1015.4,Early Blight,1
23.8,64,2.6,233,9.4,1014.1,Late Blight,0
19.8,70,5.9,160,10,1015.1,Early Blight,1
25.5,62,7.8,285,9.5,1016.2,Late Blight,0
21.8,73,4,115,11.1,1014.9,Early Blight,1
26.7,59,8.3,332,8.9,1014.7,Late Blight,0
20.9,76,4.9,91,12,1015.8,Early Blight,1
23.5,66,2.9,205,9.3,1014.3,Late Blight,0
18.6,72,5.3,181,10.2,1015.5,Early Blight,1
24.9,63,7.2,250,9.1,1015.8,Late Blight,0
21.3,75,3.6,130,11.4,1014.6,Early Blight,1
27.5,58,9.1,349,8.7,1015.1,Late Blight,0
24.4,61,6.3,317,9.6,1015.9,Late Blight,0
22.1,74,4.4,138,11.3,1015.3,Early Blight,1
20.6,75,3.8,129,10.9,1015.3,Early Blight,1
26.3,61,7.3,279,9.2,1016.2,Late Blight,0
19.1,73,4.6,108,11.8,1015,Early Blight,1
28.6,55,8.9,6,8.6,1014.6,Late Blight,0
21.9,70,5.2,165,10.4,1015.5,Early Blight,1
23.8,66,2.3,224,9.6,1014.3,Late Blight,0
18.4,72,5.7,185,10,1015.4,Early Blight,1
25.4,63,6.4,247,9.4,1015.8,Late Blight,0
20.5,75,4,136,10.8,1014.9,Early Blight,1
27.9,58,8,352,8.9,1015.1,Late Blight,0
22.2,71,5.5,172,10.2,1015.7,Early Blight,1
26.7,61,6.8,305,8.8,1016,Late Blight,0
19.8,74,4,99,11.5,1015.2,Early Blight,1
25.9,62,7.1,268,9.1,1015.9,Late Blight,0
20.1,73,3.5,120,11.3,1015.1,Early Blight,1
26.9,60,6,329,8.7,1015.2,Late Blight,0
19.9,74,4.1,98,11.4,1015.3,Early Blight,1
26.1,62,7.4,281,9.3,1016.3,Late Blight,0
19.2,73,4.5,106,11.9,1014.9,Early Blight,1
28.4,56,9.1,15,8.5,1014.7,Late Blight,0
21.7,70,5.1,155,10.6,1015.4,Early Blight,1
23.5,67,2.1,216,9.8,1014,Late Blight,0
18.7,72,5.6,179,10.1,1015.2,Early Blight,1
25.6,63,6.5,254,9.5,1015.6,Late Blight,0
20.3,75,3.9,133,10.7,1015,Early Blight,1
27.7,59,7.8,345,8.9,1015,Late Blight,0
22.5,71,5.4,168,10.2,1015.6,Early Blight,1
26.1,62,7.2,274,9.3,1015.9,Late Blight,0
19.4,73,4.4,103,11.7,1014.8,Early Blight,1
20.1,70,5.3,161,10,1015.3,Early Blight,1
25.5,62,7.8,297,9.5,1015.9,Late Blight,0
22.2,73,4,123,11.1,1014.7,Early Blight,1
27.9,59,8.8,332,8.9,1014.6,Late Blight,0
19.8,76,3.9,91,12.3,1015.7,Early Blight,1
24.3,66,2.7,204,9.3,1014,Late Blight,0
18.6,72,6.1,180,9.9,1015.1,Early Blight,1
25.1,63,7.2,263,9.1,1015.5,Late Blight,0
20.9,75,3.5,134,11.7,1014.5,Early Blight,1
27.4,58,8.4,347,8.7,1015,Late Blight,0
21.5,70,5.5,163,10.2,1015.1,Early Blight,1
26.2,62,7.3,285,9.6,1015.7,Late Blight,0
22.9,73,3.8,116,11.2,1014.5,Early Blight,1
28.1,59,9,338,8.8,1014.4,Late Blight,0
19.4,76,4.4,93,12.2,1015.5,Early Blight,1
23.7,66,2.3,228,9.4,1014.3,Late Blight,0
18.9,72,5.9,168,10,1015,Early Blight,1
25.6,63,6.9,276,9.2,1015.6,Late Blight,0
21.2,75,3.7,129,11.6,1014.6,Early Blight,1
27.8,58,8.7,353,8.6,1014.9,Late Blight,0
21.8,70,5.7,169,10.1,1015.2,Early Blight,1
26.5,62,7.6,294,9.4,1015.8,Late Blight,0
22.6,73,3.9,120,11.3,1014.6,Early Blight,1
28.3,59,9.4,343,8.8,1014.5,Late Blight,0
19.7,76,4.2,89,12.4,1015.6,Early Blight,1
24.9,64,2.1,242,9.5,1014.1,Late Blight,0
19,72,5.6,174,10.1,1014.8,Early Blight,1
25.4,63,7.1,270,9.3,1015.4,Late Blight,0
20.8,75,3.3,138,11.5,1014.4,Early Blight,1
20.1,72,5.2,174,10.1,1015.3,Early Blight,1
24.5,65,6.3,301,9.2,1016.2,Late Blight,0
22.3,73,4.3,116,11.4,1014.8,Early Blight,1
26.8,60,8.8,339,8.6,1014.9,Late Blight,0
21.6,75,3.9,95,12.2,1015.7,Early Blight,1
23.8,68,2.2,208,9.6,1014.3,Late Blight,0
19.3,71,5.6,172,10,1015.4,Early Blight,1
25.9,63,6.9,266,9.4,1015.8,Late Blight,0
20.5,74,3.5,130,11.6,1014.9,Early Blight,1
28.1,58,8.4,10,8.9,1015.5,Late Blight,0
22.6,72,5,182,10.3,1015.2,Early Blight,1
26.2,62,7.1,275,9.1,1015.6,Late Blight,0
20.9,75,3.2,136,11.7,1014.8,Early Blight,1
27.4,59,8.2,353,8.8,1015.4,Late Blight,0
21.8,74,4,106,12,1015.6,Early Blight,1
23.6,66,2.3,223,9.3,1014,Late Blight,0
18.9,70,5.9,164,10.1,1015.3,Early Blight,1
25,63,7.3,284,9.5,1015.6,Late Blight,0
21.2,73,3.4,124,11.5,1014.6,Early Blight,1
26.9,58,8.7,355,8.7,1015.2,Late Blight,0
22.4,72,4.4,98,11.8,1015.2,Early Blight,1
24.9,64,2.1,245,9.7,1014.2,Late Blight,0
19.8,70,5.3,158,10.3,1015.1,Early Blight,1
25.6,63,6.6,279,9.3,1015.4,Late Blight,0
21.9,74,4.1,101,12.1,1015.8,Early Blight,1
23.7,66,2.6,196,9.4,1014.3,Late Blight,0
19.1,71,5.5,180,9.9,1015.5,Early Blight,1
24.3,65,6.1,311,9.2,1016,Late Blight,0
22.2,73,4.2,113,11.2,1014.9,Early Blight,1
22.4,70,4.6,167,10.4,1015.2,Early Blight,1
28.3,61,7.2,297,8.4,1016.3,Late Blight,0
20.1,72,3.8,115,11.2,1014.8,Early Blight,1
26.9,58,8.9,333,8.7,1014.6,Late Blight,0
19.7,75,5,84,12.2,1015.7,Early Blight,1
24.5,65,2.3,207,9.6,1014.3,Late Blight,0
21.8,71,5.3,181,10.5,1015,Early Blight,1
26.2,59,6.5,270,9.2,1015.5,Late Blight,0
20.5,74,3.5,128,11.4,1014.6,Early Blight,1
28.6,57,9.8,12,8.6,1015.1,Late Blight,0
22.1,70,4.4,158,10.6,1015.4,Early Blight,1
28,61,7,303,8.5,1016.1,Late Blight,0
19.9,73,3.9,106,11.1,1014.9,Early Blight,1
27.1,58,8.1,341,8.9,1014.8,Late Blight,0
21.1,72,5.7,170,10.4,1015.3,Early Blight,1
26.6,59,6.8,285,9.1,1015.8,Late Blight,0
20.3,75,3.6,138,11.3,1014.5,Early Blight,1
28.5,57,9.5,24,8.7,1015.2,Late Blight,0
22.2,69,4.2,149,10.7,1015.6,Early Blight,1
27.8,61,6.9,298,8.4,1016.4,Late Blight,0
21.3,71,5,174,10.3,1015.1,Early Blight,1
26,60,5.5,257,9.3,1015.6,Late Blight,0
20.7,73,3.3,131,11.5,1014.7,Early Blight,1
28.2,57,9,5,8.8,1015.3,Late Blight,0
22.5,69,4.9,160,10.5,1015.3,Early Blight,1
27.7,61,7.1,291,8.5,1016.2,Late Blight,0
19.8,72,4,98,11,1014.8,Early Blight,1
26.8,58,8.7,329,8.8,1014.7,Late Blight,0
21.6,71,5.4,178,10.4,1015.2,Early Blight,1
23.5,68,5,198,9.8,1015.6,Early Blight,1
26.8,62,6.7,308,8.5,1016,Late Blight,0
19.6,76,4.1,92,12,1015,Early Blight,1
28.2,57,9.2,19,9,1014.7,Late Blight,0
21.1,74,3.3,124,11.7,1015.8,Early Blight,1
24.6,64,2,236,9.4,1014.1,Late Blight,0
22,71,5.6,172,10.3,1015.4,Early Blight,1
27.3,60,6.3,324,8.9,1015.1,Late Blight,0
20.9,75,3.2,136,11.6,1014.8,Early Blight,1
29.1,56,8.5,8,8.7,1015.3,Late Blight,0
21.4,73,4.6,104,11.4,1015.2,Early Blight,1
26.4,63,7.9,293,9.2,1015.6,Late Blight,0
20.5,76,5.1,183,10.1,1015.1,Early Blight,1
25,65,2.9,199,9.6,1014.5,Late Blight,0
23.2,69,6.1,163,10,1015.3,Early Blight,1
27.8,61,8.1,288,8.6,1015.8,Late Blight,0
19.9,75,3.9,79,11.9,1014.9,Early Blight,1
30.4,54,10,2,8.4,1015.4,Late Blight,0
22.9,70,4.8,140,10.7,1015,Early Blight,1
26.1,64,6.4,278,9.4,1015.7,Late Blight,0
21.7,72,3.5,114,11.2,1014.5,Early Blight,1
25.8,62,2.7,245,9.8,1014,Late Blight,0
22.4,69,5.4,156,10.5,1015.5,Early Blight,1
27.2,59,7.2,327,8.7,1015.2,Late Blight,0
20.8,75,3.1,129,11.5,1014.6,Early Blight,1
28.9,55,9.5,31,8.8,1015.1,Late Blight,0
22.1,71,4.9,179,10.2,1015.2,Early Blight,1
25.5,63,8,301,9.3,1016.2,Late Blight,0
20.1,77,4.3,99,12.2,1014.7,Early Blight,1
22.1,70,5.3,192,10.5,1015.2,Early Blight,1
24.5,63,6.8,302,9.1,1015.9,Late Blight,0
20.8,72,4.5,124,11,1015.1,Early Blight,1
25.9,59,8,329,8.7,1014.6,Late Blight,0
19.9,75,3.9,95,11.8,1015.5,Early Blight,1
23.1,67,2.2,225,9.8,1014.4,Late Blight,0
22.3,71,5.1,166,10.4,1015.1,Early Blight,1
25.8,60,6.1,314,8.8,1014.9,Late Blight,0
21.4,74,3.6,136,11.3,1014.7,Early Blight,1
26.7,58,9.1,13,8.6,1014.8,Late Blight,0
20.6,73,4.2,104,11.1,1015,Early Blight,1
25.1,62,7.3,281,9.5,1015.3,Late Blight,0
22.9,68,2.8,205,10,1015.1,Early Blight,1
26.3,59,8.3,341,8.9,1015.5,Late Blight,0
20.1,75,3.5,89,11.9,1014.9,Early Blight,1
24.3,64,1.5,249,9.3,1014.3,Late Blight,0
22.6,70,4.9,177,10.6,1015.4,Early Blight,1
25.5,61,6.5,298,9,1015.8,Late Blight,0
21,74,3.1,148,11.4,1015.2,Early Blight,1
26.9,58,9.3,3,8.5,1014.6,Late Blight,0
19.7,76,4,82,12.1,1015.3,Early Blight,1
23.7,66,2.3,217,9.6,1014.1,Late Blight,0
21.9,69,5.5,185,10.2,1015.1,Early Blight,1
25.7,60,6,300,8.9,1015.4,Late Blight,0
20.5,73,4.3,115,11.2,1014.8,Early Blight,1
25.3,62,7.6,268,9.4,1015.6,Late Blight,0
22.4,70,4.7,158,10.7,1015.2,Early Blight,1
26,59,8.2,335,8.8,1015.1,Late Blight,0
21.6,72,3.8,132,11.6,1015,Early Blight,1
24.3,71,4.3,120,10.5,1015.3,Early Blight,1
27.5,63,5.9,295,9.2,1016.2,Late Blight,0
21.6,76,3.2,99,12.3,1014.9,Early Blight,1
28.9,58,8.2,14,8.6,1014.5,Late Blight,0
22.9,73,4.9,145,11.1,1015.7,Early Blight,1
25.4,65,2.8,227,9.6,1014.3,Late Blight,0
20.2,72,5.3,168,10.2,1015.1,Early Blight,1
26.8,61,6.1,312,8.8,1015.5,Late Blight,0
19.9,75,3.6,131,11.8,1014.7,Early Blight,1
29.7,55,9.5,2,8.3,1015,Late Blight,0
23.1,70,4.1,116,10.9,1015.2,Early Blight,1
26.3,64,5.5,276,9.4,1016.1,Late Blight,0
21.8,75,2.6,108,12.4,1014.8,Early Blight,1
27.1,59,7.4,332,8.9,1015.3,Late Blight,0
20.8,74,4.3,156,11.3,1015.9,Early Blight,1
25.7,66,3.4,212,9.5,1014.2,Late Blight,0
21.2,72,5.1,176,10,1015.4,Early Blight,1
27.5,61,6.6,293,8.9,1015.2,Late Blight,0
20.5,75,3.7,135,11.4,1014.9,Early Blight,1
29.4,56,8.9,6,8.5,1015.5,Late Blight,0
22.5,70,3.9,123,11.1,1015,Early Blight,1
26.1,63,5.3,264,9.3,1016,Late Blight,0
21.1,75,2.8,104,12.2,1014.7,Early Blight,1
27.3,60,7,318,8.8,1015.4,Late Blight,0
20.9,74,4.1,154,11.2,1015.8,Early Blight,1
25.9,67,2.9,202,9.6,1014.4,Late Blight,0
21.7,71,5.4,170,10.4,1015.2,Early Blight,1
27.2,59,6.8,304,8.9,1015.1,Late Blight,0
19.8,75,3.4,129,11.9,1014.8,Early Blight,1
21.3,73,3.6,118,11.3,1014.9,Early Blight,1
23.4,64,4.9,226,9.9,1015.4,Late Blight,0
20.6,77,4.2,99,12.3,1014.8,Early Blight,1
25.6,60,8,297,8.8,1014.5,Late Blight,0
22.2,72,5.4,167,10.5,1015.2,Early Blight,1
24.1,66,2.9,199,9.7,1014.3,Late Blight,0
19.5,75,6,152,10,1015.1,Early Blight,1
26.3,59,6.5,269,8.6,1015.9,Late Blight,0
21.3,73,3.6,118,11.3,1014.9,Early Blight,1
23.4,64,4.9,226,9.9,1015.4,Late Blight,0
20.6,77,4.2,99,12.3,1014.8,Early Blight,1
25.6,60,8,297,8.8,1014.5,Late Blight,0
22.2,72,5.4,167,10.5,1015.2,Early Blight,1
24.1,66,2.9,199,9.7,1014.3,Late Blight,0
19.5,75,6,152,10,1015.1,Early Blight,1
26.3,59,6.5,269,8.6,1015.9,Late Blight,0
18.9,71,4.3,116,10.4,1015.3,Early Blight,1
24.8,64,5.9,263,9.5,1015.8,Late Blight,0
22.4,68,3.8,140,11,1015.2,Early Blight,1
27.5,57,7.8,18,8.6,1014.9,Late Blight,0
20.1,75,3.6,98,12.3,1015.5,Early Blight,1
23.7,65,2.9,209,9.8,1014.3,Late Blight,0
21,72,5.2,184,10.2,1015.1,Early Blight,1
26.1,59,6.4,300,8.8,1015.4,Late Blight,0
20.4,75,3.5,127,11.8,1014.9,Early Blight,1
28.3,55,8.3,9,8.4,1015,Late Blight,0
23.8,67,4.1,124,10.8,1015.4,Early Blight,1
25.4,63,6.1,256,9.2,1015.9,Late Blight,0
19.5,74,4.5,93,12.1,1015.6,Early Blight,1
24.6,64,3.1,223,9.7,1014.4,Late Blight,0
22.2,69,4.8,168,10.6,1015.3,Early Blight,1
26.9,61,5.6,286,8.7,1015.7,Late Blight,0
19.9,73,3.9,105,12.4,1015.2,Early Blight,1
23.5,66,2.5,196,9.9,1014.1,Late Blight,0
21.7,70,5,152,10.1,1015,Early Blight,1
27,58,6.8,337,8.9,1015.5,Late Blight,0
22.8,67,3.3,153,11.2,1015,Early Blight,1
24.9,63,7,264,9.4,1015.6,Late Blight,0
20.2,75,4,104,12.2,1015.4,Early Blight,1
25.8,62,4.8,277,9.3,1015.9,Late Blight,0
22,70,4.5,174,10.5,1015.2,Early Blight,1
27.8,56,7.5,26,8.5,1015.3,Late Blight,0
21.5,71,5.4,161,10,1015.1,Early Blight,1
26.2,60,6.1,312,8.9,1015.4,Late Blight,0
20.7,74,3.4,119,11.6,1015,Early Blight,1
20.2,72,4.3,156,9.9,1015.3,Early Blight,1
24.5,65,7.8,284,8.7,1016.1,Late Blight,0
21.8,71,3.9,110,11.2,1015,Early Blight,1
25.6,58,8.3,337,8.6,1014.9,Late Blight,0
19.9,74,5.2,87,12.3,1015.7,Early Blight,1
23,67,2.8,208,9.6,1014.3,Late Blight,0
18.3,73,5.6,166,10,1015.2,Early Blight,1
26,61,6.5,249,9.2,1015.8,Late Blight,0
20.5,75,4,128,11.4,1014.9,Early Blight,1
27.8,56,8.9,353,8.5,1015.4,Late Blight,0
22.1,71,4.5,153,10.1,1015.2,Early Blight,1
26.4,62,6.8,286,9.6,1016.3,Late Blight,0
20.3,73,3.4,124,11.2,1014.9,Early Blight,1
27.8,58,8.3,342,8.7,1014.6,Late Blight,0
21.6,76,4.8,92,11.9,1015.7,Early Blight,1
24.9,64,2.2,215,9.3,1014.3,Late Blight,0
18.7,72,5.3,174,10,1015.5,Early Blight,1
25.5,63,7.2,267,9.2,1015.9,Late Blight,0
20.8,75,3.6,134,11.4,1014.8,Early Blight,1
28.3,57,9.5,5,8.8,1015.1,Late Blight,0
21.4,70,4.4,160,10.4,1015.3,Early Blight,1
25.3,62,6,301,9.8,1016.1,Late Blight,0
19.8,73,3.2,118,11.4,1014.8,Early Blight,1
27.1,59,8.1,328,8.9,1014.9,Late Blight,0
21.9,75,4.2,102,11.7,1015.4,Early Blight,1
26.8,63,1.8,227,9.1,1014.4,Late Blight,0
18.3,72,5.7,187,10.2,1015.6,Early Blight,1
25.8,64,7.4,278,9.4,1015.7,Late Blight,0
20.5,75,3.9,142,11.5,1014.7,Early Blight,1
